passed,year,adult,popularity,runtime,vote_average,vote_count
1,1996,FALSE,1.576664,136,5.5,19
1,2015,FALSE,3.634485,90,6.2,58
1,2015,FALSE,11.245661,120,7.4,1689
0,2014,FALSE,7.350821,88,5.4,216
1,2015,FALSE,8.4702,95,6.7,696
0,2015,FALSE,11.732546,137,7.6,476
1,2015,FALSE,5.799373,104,6,225
0,2015,FALSE,2.730363,84,5.6,60
1,2015,FALSE,11.007319,96,5.3,573
0,2012,FALSE,1.689215,25,7.8,16
1,2010,FALSE,0.140291,52,5.5,2
1,2014,FALSE,0.382781,88,8,2
1,2010,FALSE,0.634148,100,3.5,2
1,2006,FALSE,3.444536,88,5.7,62
1,2012,FALSE,0.204438,70,2.8,5
1,2015,FALSE,11.256619,112,5.9,128
0,2015,FALSE,6.925667,101,6.6,661
1,2012,FALSE,7.950488,144,6.2,38
1,2015,FALSE,7.54965,101,5.6,165
0,2015,FALSE,10.758754,121,6.7,1805
0,2015,FALSE,14.63239,128,7.8,2751
1,2007,FALSE,1.709199,100,7.4,12
1,2015,FALSE,5.428567,90,5.7,153
0,2015,FALSE,7.399209,115,6.7,272
0,2016,FALSE,14.544852,97,6.2,780
1,2013,FALSE,1.084761,100,5.5,7
1,2006,FALSE,0.585421,124,6.8,4
1,2006,FALSE,3.760464,90,4.9,59
1,2014,FALSE,5.347371,88,5.7,156
0,2015,FALSE,0.683918,81,3.8,9
1,2010,FALSE,1.280285,97,3,4
0,1998,FALSE,0.445571,88,4.4,4
1,2015,FALSE,2.607667,94,7.1,40
1,2015,FALSE,4.563906,80,5.5,87
1,2014,FALSE,2.066559,85,4.5,25
1,2005,FALSE,0.293293,90,0,0
1,2015,FALSE,11.760218,89,6.7,1528
1,2015,FALSE,8.644392,83,6.5,189
1,2004,FALSE,6.508145,76,5.2,40
1,2007,FALSE,0.960057,8,7,10
0,2010,FALSE,2.157779,94,5.8,22
1,2015,FALSE,12.61223,122,5.4,159
1,2015,FALSE,11.376954,92,7.6,771
1,2009,FALSE,294.337037,141,7.2,5025
1,2000,FALSE,88.439243,110,5.4,1015
0,2012,FALSE,14.16938,161,7,754
0,2015,FALSE,13.707888,141,7.2,2633
1,2011,FALSE,0.755637,140,6.8,10
1,2002,FALSE,0.770331,88,5.8,5
1,2011,FALSE,2.644281,83,7.5,44
1,2004,FALSE,0.2875,75,0,0
0,2005,FALSE,1.287796,91,5,1
1,2015,FALSE,9.248388,100,6.4,486
0,2016,FALSE,11.241366,106,5.7,1338
1,2015,FALSE,0.674967,112,7,1
1,1995,FALSE,0.984071,73,5.7,3
1,2007,FALSE,1.674934,88,5.3,27
0,2015,FALSE,2.510095,90,2.8,9
1,2015,FALSE,3.488085,77,6.2,69
1,2015,FALSE,1.452617,96,5.8,25
0,2009,FALSE,0.973991,102,5.9,17
0,2012,FALSE,0.414474,109,0,0
1,2000,FALSE,6.735649,87,6,342
0,2002,FALSE,7.645827,113,6.6,281
1,2015,FALSE,2.407351,105,6.4,42
0,2015,FALSE,12.365292,103,6.2,1022
1,2015,FALSE,9.227292,106,6.4,37
1,2013,FALSE,1.138199,120,6.2,14
1,2015,FALSE,7.634145,112,7.3,232
0,2015,FALSE,7.607052,100,5.6,162
0,2015,FALSE,1.534354,89,7.3,14
1,2015,FALSE,5.394112,119,5.4,132
1,2015,FALSE,8.383246,120,6,386
0,2010,FALSE,6.844863,89,5,133
0,1997,FALSE,0.411937,14,6.1,11
1,2015,FALSE,7.95686,118,6.9,419
1,2014,FALSE,0.002962,89,0,0
1,2009,FALSE,0.370855,92,3.1,9
1,2015,FALSE,7.358726,124,7.3,507
1,2015,FALSE,4.391441,127,6.4,100
1,2012,FALSE,3.985291,90,2.8,30
1,2003,FALSE,0.000578,39,6.8,18
1,2013,FALSE,7.739783,123,7,844
0,2015,FALSE,1.352518,81,5,23
1,2015,FALSE,12.338346,88,6.5,608
1,2012,FALSE,1.235331,90,3.9,17
0,2013,FALSE,2.750956,86,5,47
1,2015,FALSE,0.142052,89,6,2
1,2014,FALSE,3.669491,102,5,60
0,2014,FALSE,0.993337,105,7.5,19
0,2010,FALSE,0.121374,16,6,3
1,2009,FALSE,0.023059,15,0,0
0,1995,FALSE,0.076335,84,5,1
0,2015,FALSE,33.449723,133,7.3,1963
0,2009,FALSE,0.674886,93,6.9,8
1,2010,FALSE,1.112225,98,5.6,23
1,2013,FALSE,1.634485,99,4.5,22
0,2015,FALSE,12.293202,109,6.7,93
1,2001,FALSE,8.476315,93,5.6,322
0,2007,FALSE,2.418307,83,3.4,27
0,2007,FALSE,5.675752,105,5.8,34
1,2015,FALSE,5.660649,107,5.4,169
0,2011,FALSE,1.057905,75,6.5,6
0,2002,FALSE,0.346531,85,6.4,5
0,2008,FALSE,0.092891,81,5,1
1,2009,FALSE,0.462497,71,5.1,4
0,2009,FALSE,1.790302,88,4.6,14
0,2015,FALSE,9.786662,106,6.6,194
0,2004,FALSE,1.524545,90,5.3,3
1,2011,FALSE,0.607009,111,5,1
1,2009,FALSE,0.366808,75,5.9,8
1,2013,FALSE,0.238238,102,5.2,5
1,2013,FALSE,3.488758,98,5.4,40
0,2015,FALSE,7.291872,114,5.5,795
1,2015,FALSE,0.05633,95,7,1
1,2014,FALSE,1.340019,75,6.6,19
1,2015,FALSE,2.165594,72,3.9,11
0,2016,FALSE,10.788263,112,5.6,1993
1,2011,FALSE,0.648554,95,5.6,5
0,2015,FALSE,2.076154,94,5.8,19
1,2015,FALSE,2.410183,90,4.7,33
1,2014,FALSE,2.251209,90,3.1,29
1,2015,FALSE,12.023704,127,5.8,56
1,2006,FALSE,0.03653,68,5,1
1,2012,FALSE,0.014213,58,0,0
0,2015,FALSE,1.03027,85,5.8,17
0,2015,FALSE,13.143061,130,7.3,2679
0,2009,FALSE,0.096912,116,0,0
0,2015,FALSE,6.287086,119,4.9,397
0,2004,FALSE,5.160339,9,6.8,93
0,2015,FALSE,4.393887,93,4.6,42
1,2015,FALSE,5.223297,17,8,100
1,2016,FALSE,8.898988,110,5.9,1225
1,2014,FALSE,2.280715,91,6.6,28
1,2015,FALSE,1.57501,91,4.8,32
1,2016,FALSE,18.908782,116,7.2,1990
1,2015,FALSE,13.799419,118,5.8,593
1,2016,FALSE,14.696548,95,6.7,1630
0,2015,FALSE,4.683689,150,7.2,71
1,2010,FALSE,1.249126,100,5.5,9
1,2014,FALSE,0.747777,90,4.9,5
0,2014,FALSE,5.294086,114,7.3,154
1,2015,FALSE,0.153516,91,5.7,3
1,2016,FALSE,7.954623,108,5.5,662
1,1997,FALSE,0.209552,77,5.9,5
1,1997,FALSE,1.085134,90,5.6,5
0,2009,FALSE,0.132335,177,0,0
0,2009,FALSE,0.647803,95,2.5,2
1,2009,FALSE,0.656156,101,6.7,9
0,2009,FALSE,0.020105,109,0,0
1,2014,FALSE,0.6151,18,7.8,9
1,2015,FALSE,2.344304,90,6.3,39
0,2016,FALSE,8.826071,98,5.4,293
0,2015,FALSE,3.216606,123,6.8,49
1,2015,FALSE,5.396271,97,5.6,94
1,2016,FALSE,7.384688,95,4.8,478
0,2009,FALSE,2.03188,133,6.6,20
1,2012,FALSE,6.670101,89,5.8,46
0,1998,FALSE,2.58432,168,6,4
0,1999,FALSE,0.983896,98,6.7,3
0,2015,FALSE,6.515574,91,6.2,56
1,2007,FALSE,1.157092,60,6.1,9
0,2016,FALSE,5.933337,88,5.6,64
1,2016,FALSE,7.008103,86,4.1,124
0,2016,FALSE,9.420931,102,6.1,567
0,2008,FALSE,0.925274,104,7.5,2
1,2005,FALSE,0.07316,104,7.3,2
0,2016,FALSE,7.528276,106,7.2,682
1,2008,FALSE,4.827887,86,4.7,70
0,2010,FALSE,17.028854,97,5.8,1133
0,2016,FALSE,1.43679,87,7.3,28
0,2016,FALSE,16.290586,102,5.7,1429
1,2016,FALSE,10.385757,114,6.3,597
1,2015,FALSE,0.37015,0,5.9,4
0,2016,FALSE,5.933047,120,6.4,181
0,2015,FALSE,0.304876,124,6.3,6
1,2016,FALSE,34.34759,110,7.6,2674
1,2016,FALSE,6.253285,91,4.3,92
0,2015,FALSE,3.989771,100,6.7,74
1,2016,FALSE,8.796536,103,6,174
1,2016,FALSE,12.892504,115,5.6,812
0,2016,FALSE,13.337707,127,5.2,1303
1,2016,FALSE,14.421528,103,6.8,2537
1,2016,FALSE,26.024868,108,7.7,4961
1,2016,FALSE,8.155604,112,6,356
0,2016,FALSE,3.150511,96,5.2,42
0,2009,FALSE,0.056473,0,5,1
1,2002,FALSE,4.931373,99,4.4,113
1,2016,FALSE,9.259371,101,7.8,453
1,2003,FALSE,0.117059,0,2.5,2
1,2008,FALSE,1.671997,178,5.9,28
0,2012,FALSE,8.615159,145,6.7,33
1,2011,FALSE,0.785505,136,6.5,21
1,2014,FALSE,1.006481,108,7,14
1,1999,FALSE,0.258855,88,5.2,6
1,2016,FALSE,1.368442,143,5.5,23
1,2008,FALSE,0.355246,85,6.6,5
1,2013,FALSE,2.54364,111,5.9,36
1,2006,FALSE,0.635456,77,3.2,5
1,2013,FALSE,0.066061,90,10,1
1,2015,FALSE,5.543789,82,5.4,194
1,2012,FALSE,0.368092,120,6.3,2
0,2016,FALSE,3.708558,127,5.9,45
1,2016,FALSE,13.410522,117,6.4,926
1,2015,FALSE,2.710586,135,6.5,37
0,2010,FALSE,0.205349,10,5.9,4
1,2005,FALSE,1.173596,82,4.3,8
0,2010,FALSE,1.906173,93,5.5,7
1,2015,FALSE,10.564701,102,7.2,532
1,2008,FALSE,1.437022,103,4.8,15
1,2015,FALSE,14.992311,95,6.5,156
1,2016,FALSE,0.43573,64,0,0
0,2016,FALSE,7.317816,95,6.3,395
1,2004,FALSE,1.587405,90,3.6,7
0,2013,FALSE,1.998735,123,6.1,8
1,2016,FALSE,5.841,84,6.7,153
1,2016,FALSE,10.829116,110,6.7,409
0,2015,FALSE,4.165542,100,5.6,62
1,2016,FALSE,6.344961,94,5.6,328
1,2000,FALSE,0.596106,8,6,6
1,2015,FALSE,1.720755,101,6.5,25
1,2011,FALSE,1.512077,180,4.9,8
1,2016,FALSE,7.942084,94,6,434
0,2016,FALSE,7.550395,88,4.7,107
1,2016,FALSE,9.215388,98,5.8,105
1,2016,FALSE,6.504562,78,6.8,177
0,2015,FALSE,1.400383,94,7,20
0,2011,FALSE,0.764101,128,7.2,6
0,2008,FALSE,0.001194,82,0,0
0,2016,FALSE,10.672862,106,8,669
0,2014,FALSE,0.49763,15,8,4
1,2015,FALSE,1.147328,115,7.7,6
1,2006,FALSE,2.000166,96,5.7,25
0,2015,FALSE,1.30421,89,5.3,12
0,2016,FALSE,10.300307,118,7,311
1,2016,FALSE,9.914008,91,5.6,1490
0,2012,FALSE,1.185947,97,0,0
1,2016,FALSE,7.205636,81,6.9,834
1,2015,FALSE,0.56447,83,5.7,6
0,2013,FALSE,1.290102,83,3.1,14
0,2015,FALSE,7.862361,79,4.5,23
0,1996,FALSE,5.127876,142,6.2,73
0,2015,FALSE,8.445423,108,7.2,314
1,2015,FALSE,0.519263,97,8,4
1,2008,FALSE,1.079616,99,4.1,12
1,2006,FALSE,0.736258,89,7.3,3
1,2016,FALSE,11.953822,98,6.5,1096
1,2005,FALSE,10.000208,87,5.5,289
1,2016,FALSE,8.468401,112,6.2,171
1,2016,FALSE,8.28378,111,6.7,527
1,2016,FALSE,8.569996,108,6,162
0,2003,FALSE,1.06686,89,5.9,10
1,2016,FALSE,14.477677,97,6.8,4333
1,2016,FALSE,7.533146,91,5.5,441
0,2016,FALSE,10.223582,139,6.6,439
0,2016,FALSE,11.171927,97,5.9,1048
0,2015,FALSE,1.897133,85,5.6,20
1,2012,FALSE,0.473876,98,5.7,3
0,2012,FALSE,0.233572,157,5.9,6
1,2000,FALSE,0.920318,103,5,10
0,2016,FALSE,14.384554,134,7,1285
0,2015,FALSE,7.37661,101,5.7,114
1,2001,FALSE,0.054964,98,5,1
0,2016,FALSE,0.723257,79,2.5,4
1,2016,FALSE,16.075615,116,7,2382
1,2015,FALSE,5.121894,105,5.8,92
1,2014,FALSE,1.020277,100,6.3,17
0,2015,FALSE,14.307672,92,5.7,438
1,2013,FALSE,0.873783,90,4.1,8
1,2016,FALSE,13.689175,86,6.2,1619
1,2016,FALSE,14.61608,113,6.5,1782
1,2016,FALSE,18.769476,120,6,1026
0,1996,FALSE,0.36972,88,7,1
1,2014,FALSE,0.928616,97,6.4,18
1,2016,FALSE,17.56963,83,5.6,2310
0,2016,FALSE,8.089782,99,5.2,203
1,2016,FALSE,16.519276,119,7.9,1569
1,2016,FALSE,9.117054,162,7.3,270
0,2016,FALSE,6.997583,108,6.1,58
1,2012,FALSE,2.795534,91,5.8,28
0,2009,FALSE,0.42608,98,3.2,3
1,2016,FALSE,2.454624,105,6.4,7
1,2015,FALSE,5.510288,100,6,89
0,2016,FALSE,39.540653,129,6.7,3362
1,2016,FALSE,6.768165,96,7,246
1,2016,FALSE,18.577504,100,7.7,264
1,2015,FALSE,3.145054,105,7,15
1,2012,FALSE,0.15112,143,5.5,4
0,2016,FALSE,9.196678,97,6.8,839
0,2015,FALSE,2.326132,78,5.7,38
1,2016,FALSE,2.512293,90,3.9,32
0,2015,FALSE,0.398025,145,5,2
1,2016,FALSE,13.047776,112,5.8,984
0,2016,FALSE,12.187189,92,4.5,162
1,2016,FALSE,6.138199,93,7.4,560
0,2016,FALSE,5.28542,86,6.6,348
1,2012,FALSE,0.675532,95,5,5
1,2015,FALSE,3.267728,500,8.5,65
1,2016,FALSE,14.767317,134,7,2018
0,2016,FALSE,4.957424,90,5.1,89
1,2016,FALSE,17.162744,116,5.3,2203
0,2000,FALSE,10.752519,98,4.4,325
1,2015,FALSE,0.799816,163,6.5,2
1,2016,FALSE,5.516986,116,7.3,187
1,2016,FALSE,2.675291,88,6.6,34
0,2016,FALSE,11.374041,107,6.2,1699
0,2015,FALSE,0.522592,105,6.6,4
0,2016,FALSE,19.133256,123,5.9,2386
1,2016,FALSE,15.370164,105,7.1,71
1,2016,FALSE,2.10184,96,6.3,18
1,2015,FALSE,2.097326,110,5.7,26
0,2016,FALSE,45.38298,109,5.5,2488
1,2016,FALSE,13.1789,105,6.1,1356
1,2016,FALSE,12.237571,98,5.9,901
1,2016,FALSE,20.151037,100,5.6,1170
1,2016,FALSE,11.494907,81,6.3,1174
0,2016,FALSE,5.927867,110,5.5,82
1,2016,FALSE,4.957457,111,6.8,203
0,2016,FALSE,6.389818,107,5.9,148
1,2016,FALSE,6.395748,91,5.3,86
1,2010,FALSE,0.869355,90,5.8,9
1,2016,FALSE,6.915263,115,7.1,87
1,2016,FALSE,14.9837,96,7.1,2262
0,2016,FALSE,18.275689,96,7,2106
0,2016,FALSE,50.949523,99,5.2,47
1,2015,FALSE,0.625451,96,6.8,8
1,2010,FALSE,0.708323,9,6.1,20
1,2016,FALSE,11.504398,127,6.6,592
0,2016,FALSE,16.453573,114,6.8,1392
1,2014,FALSE,0.553725,106,6.6,7
0,2009,FALSE,0.078865,100,0,1
0,2009,FALSE,0.177464,6,6,5
1,2016,FALSE,2.626192,89,6.2,25
1,2016,FALSE,4.530712,120,5.9,73
0,2016,FALSE,6.488277,72,6.2,485
0,2004,FALSE,2.561525,210,6.2,21
1,2015,FALSE,0.061459,84,4,1
1,2012,FALSE,3.328685,85,3.3,9
1,2016,FALSE,9.362056,100,6.3,1287
0,2016,FALSE,12.565896,102,7.2,1304
0,2016,FALSE,5.379834,80,5.7,80
1,2016,FALSE,3.569379,90,4.5,64
1,2010,FALSE,4.105867,87,6.1,85
1,2010,FALSE,0.063542,0,6,1
1,2012,FALSE,6.236714,75,5,16
1,2008,FALSE,1.063296,95,5,4
1,2016,FALSE,4.574494,85,4.3,88
1,2016,FALSE,9.51953,104,7.3,952
1,2016,FALSE,8.226065,130,6.6,498
1,2013,FALSE,2.546891,90,4,28
1,2014,FALSE,0.837392,90,5.8,8
0,1996,FALSE,0.833902,93,6.3,6
0,2016,FALSE,8.602488,108,6.5,128
1,2009,FALSE,1.570009,88,5.6,10
0,2016,FALSE,14.171675,111,7.3,1831
1,2016,FALSE,9.434588,94,5.6,600
0,2016,FALSE,12.321832,102,7.7,982
1,2016,FALSE,8.483245,133,6.9,403
1,2016,FALSE,12.521071,92,5.7,436
1,2016,FALSE,6.164561,124,7.1,103
0,2016,FALSE,13.1984,107,6.5,1478
1,2009,FALSE,10.217291,112,6.2,1837
1,2016,FALSE,10.222143,92,6.9,70
0,2016,FALSE,13.465656,128,6.9,2121
0,2016,FALSE,6.625607,96,7.1,256
1,2016,FALSE,3.55933,125,7.5,26
1,2016,FALSE,7.78179,162,6.5,213
1,2007,FALSE,0.842613,100,6.5,14
1,2016,FALSE,0.065469,93,7,1
1,2006,FALSE,2.438503,95,4.8,9
1,2016,FALSE,0.001133,85,4,14
1,2013,FALSE,1.330868,82,3.2,20
1,2016,FALSE,2.445975,91,6.2,29
1,2016,FALSE,11.684425,107,6.3,65
1,2016,FALSE,4.860265,140,7.5,97
1,2016,FALSE,2.656999,100,5.8,40
0,1996,FALSE,0.879124,103,7.8,9
0,2001,FALSE,0.199472,90,5.2,3
0,2016,FALSE,21.037699,140,7.8,3294
1,2016,FALSE,3.069108,97,6.7,58
1,2016,FALSE,8.987123,105,8.1,161
1,2004,FALSE,0.707666,83,3,3
0,2016,FALSE,11.901343,90,4.9,590
1,2016,FALSE,7.977391,123,6.5,275
1,2016,FALSE,8.403532,123,6.9,81
1,2015,FALSE,0.954408,106,6.5,9
0,2008,FALSE,1.211643,26,6.6,7
1,2004,FALSE,3.908626,90,5.7,22
0,2005,FALSE,4.232318,86,5.6,77
1,2016,FALSE,4.172155,106,4.7,42
1,2016,FALSE,24.483893,108,6.8,1023
1,2016,FALSE,30.83786,113,7.2,5729
1,2011,FALSE,2.689455,113,4.8,32
0,2016,FALSE,12.687521,87,6.7,706
0,2002,FALSE,1.404418,106,6,3
1,2016,FALSE,10.444797,110,6.4,453
1,2012,FALSE,0.613206,81,6,4
1,2013,FALSE,1.516169,92,4.6,7
0,2016,FALSE,3.244121,95,7.3,49
1,2015,FALSE,2.09366,90,5.7,11
1,2015,FALSE,0.550609,94,6.7,3
1,2016,FALSE,1.579585,87,6.2,19
1,2015,FALSE,4.405129,104,6.2,105
1,2003,FALSE,5.973243,100,4.9,90
1,1999,FALSE,5.671228,120,5.6,29
0,2016,FALSE,0.826013,83,5.4,13
1,1995,FALSE,0.416171,174,0,0
1,2016,FALSE,1.347996,93,6,10
1,2010,FALSE,5.765804,90,4.2,46
0,2013,FALSE,2.448345,90,6,11
1,1996,FALSE,1.653906,239,6.2,6
1,1995,FALSE,0.001459,300,0,0
1,1996,FALSE,0.361228,240,0,0
0,2016,FALSE,25.373662,110,6.2,394
1,2016,FALSE,19.681686,128,7.9,4745
0,2016,FALSE,6.042021,108,7.3,165
1,2016,FALSE,4.909346,116,7,91
1,2016,FALSE,13.085186,124,6.6,1415
1,2003,FALSE,6.533171,91,5.4,119
1,2015,FALSE,0.008326,51,6.4,4
0,2016,FALSE,0.603245,95,3.5,5
0,2016,FALSE,3.495883,78,7.2,37
0,1999,FALSE,18.311054,121,5.7,2316
1,2016,FALSE,9.48515,105,5.9,608
1,2016,FALSE,10.182974,99,5.8,735
1,2008,FALSE,0.536386,107,7,3
1,2016,FALSE,16.83711,92,6.7,1054
0,2016,FALSE,8.312298,94,6.6,22
1,1995,FALSE,0.010759,178,0,0
1,2016,FALSE,4.412986,85,5.3,36
1,2016,FALSE,10.754997,109,6.5,161
1,2016,FALSE,15.60562,118,5.3,1843
0,2016,FALSE,7.723801,104,5.7,115
1,2014,FALSE,0.551363,153,9,2
1,2005,FALSE,0.001448,60,0,0
1,2016,FALSE,4.057445,117,8,30
1,1999,FALSE,0.366982,180,4,2
1,2016,FALSE,5.455625,104,7,133
1,2016,FALSE,12.821257,135,7.5,1553
0,2016,FALSE,17.085145,118,8,1699
1,2016,FALSE,0.357906,93,5.8,6
1,2007,FALSE,0.745793,100,6.6,5
1,2016,FALSE,4.583609,89,4.2,108
0,2016,FALSE,31.772396,86,6.3,799
0,2014,FALSE,0.730281,93,6.5,4
1,2016,FALSE,7.288877,111,5.4,195
1,2006,FALSE,1.385838,95,5.2,6
0,2016,FALSE,14.575883,97,6.9,1553
1,2016,FALSE,1.714399,91,6.9,21
0,2016,FALSE,5.830839,98,5.8,230
0,2014,FALSE,1.883573,18,8.1,22
1,2013,FALSE,2.897734,91,4.9,18
1,2016,FALSE,6.249112,111,6.5,84
1,2011,FALSE,1.371273,94,4.9,6
1,2011,FALSE,2.667456,99,6,49
1,2016,FALSE,0.409502,89,4,3
0,2014,FALSE,0.07784,90,0,0
1,2016,FALSE,9.143457,107,7.3,3471
1,2012,FALSE,8.362716,100,6.5,737
1,2016,FALSE,8.228918,105,5.4,541
0,2016,FALSE,9.030904,94,5.9,193
0,2016,FALSE,19.94393,129,6.2,416
1,2016,FALSE,28.920839,117,7,4461
0,2016,FALSE,20.02976,91,5.2,1619
1,2016,FALSE,14.017754,132,7.2,317
1,2008,FALSE,20.303632,116,6.7,4134
1,2016,FALSE,16.816834,127,7.8,2178
1,2016,FALSE,11.599716,139,6.7,750
1,2016,FALSE,9.855927,119,7.3,213
0,2016,FALSE,15.884744,103,5.8,1465
0,2015,FALSE,1.190657,3,6.8,17
1,2016,FALSE,3.393888,120,7,32
1,2016,FALSE,20.045673,108,6.8,2363
0,2015,FALSE,12.474119,97,5.3,118
0,2008,FALSE,0.418286,73,0,1
1,2016,FALSE,6.59707,84,6.3,63
